Session_ID,Zone,Transformer_ID,EV_Type,Battery_Capacity_kWh,Arrival_SoC_perc,Target_SoC_perc,Energy_Requested_kWh,Charger_Type_kW,Plug_In_Time,Estimated_Plug_Out,Grid_Limit_Alert
SESS_02621,Hebbal,TX_HEB_006,Commercial,80.0,18.47,100,65.22,50.0,2026-05-10 06:07:00,2026-05-10 07:33:05,0
SESS_03665,Hebbal,TX_HEB_006,2W,2.9,13.59,100,2.51,3.3,2026-05-10 06:10:00,2026-05-10 07:00:06,0
SESS_01741,Indiranagar,TX_IND_004,2W,4.0,23.66,100,3.05,3.3,2026-05-10 06:12:00,2026-05-10 07:13:04,0
SESS_00832,Hebbal,TX_HEB_007,Commercial,120.0,12.77,100,104.68,50.0,2026-05-10 06:13:00,2026-05-10 08:31:10,0
SESS_04503,Whitefield,TX_WHI_005,2W,2.9,8.12,100,2.66,3.3,2026-05-10 06:15:00,2026-05-10 07:08:17,0
SESS_01976,Electronic City,TX_ELE_005,2W,2.9,38.91,100,1.77,3.3,2026-05-10 06:16:00,2026-05-10 06:51:26,0
SESS_02370,Hebbal,TX_HEB_001,4W,45.0,27.73,100,32.52,7.2,2026-05-10 06:21:00,2026-05-10 11:19:05,0
SESS_02410,Indiranagar,TX_IND_003,4W,45.0,28.15,100,32.33,7.2,2026-05-10 06:22:00,2026-05-10 11:18:21,0
SESS_02164,Electronic City,TX_ELE_002,4W,45.0,26.12,90,28.75,7.2,2026-05-10 06:23:00,2026-05-10 10:46:31,0
SESS_03087,Koramangala,TX_KOR_006,Commercial,200.0,21.21,100,157.59,50.0,2026-05-10 06:25:00,2026-05-10 09:53:00,0
SESS_02078,Koramangala,TX_KOR_002,2W,3.7,21.42,90,2.54,3.3,2026-05-10 06:27:00,2026-05-10 07:17:45,0
SESS_00963,Whitefield,TX_WHI_004,4W,72.0,25.77,100,53.44,7.2,2026-05-10 06:28:00,2026-05-10 14:37:54,0
SESS_00934,Whitefield,TX_WHI_004,2W,4.0,11.18,80,2.75,3.3,2026-05-10 06:28:00,2026-05-10 07:23:03,0
SESS_00307,Hebbal,TX_HEB_005,2W,2.9,24.34,80,1.61,3.3,2026-05-10 06:29:00,2026-05-10 07:01:17,0
SESS_03785,Electronic City,TX_ELE_005,2W,4.0,12.15,100,3.51,3.3,2026-05-10 06:41:00,2026-05-10 07:51:16,0
SESS_01486,Electronic City,TX_ELE_003,2W,4.0,8.37,90,3.27,3.3,2026-05-10 06:46:00,2026-05-10 07:51:18,0
SESS_03224,Indiranagar,TX_IND_001,2W,2.9,24.36,100,2.19,3.3,2026-05-10 06:47:00,2026-05-10 07:30:52,0
SESS_03210,Hebbal,TX_HEB_002,2W,2.9,34.11,100,1.91,3.3,2026-05-10 06:47:00,2026-05-10 07:25:12,0
SESS_02811,Whitefield,TX_WHI_004,4W,60.0,35.98,100,38.41,7.2,2026-05-10 06:50:00,2026-05-10 12:42:08,0
SESS_00152,Koramangala,TX_KOR_001,2W,4.0,12.03,100,3.52,3.3,2026-05-10 06:55:00,2026-05-10 08:05:22,0
SESS_04313,Indiranagar,TX_IND_004,2W,2.9,35.71,100,1.86,3.3,2026-05-10 07:00:00,2026-05-10 07:37:17,0
SESS_04871,Hebbal,TX_HEB_007,4W,45.0,20.93,100,35.58,25.0,2026-05-10 07:01:00,2026-05-10 08:34:56,0
SESS_02422,Indiranagar,TX_IND_001,Commercial,80.0,34.62,100,52.3,120.0,2026-05-10 07:02:00,2026-05-10 07:30:45,0
SESS_00241,Koramangala,TX_KOR_004,2W,3.7,26.15,100,2.73,3.3,2026-05-10 07:02:00,2026-05-10 07:56:39,0
SESS_00163,Whitefield,TX_WHI_003,2W,4.0,30.75,90,2.37,3.3,2026-05-10 07:03:00,2026-05-10 07:50:23,0
SESS_03612,Koramangala,TX_KOR_007,4W,60.0,13.26,90,46.05,50.0,2026-05-10 07:03:00,2026-05-10 08:03:46,0
SESS_02385,Electronic City,TX_ELE_001,2W,3.7,13.09,100,3.22,3.3,2026-05-10 07:05:00,2026-05-10 08:09:18,0
SESS_00346,Hebbal,TX_HEB_004,2W,2.9,30.69,100,2.01,3.3,2026-05-10 07:08:00,2026-05-10 07:48:11,0
SESS_00708,Hebbal,TX_HEB_004,2W,2.9,25.8,100,2.15,3.3,2026-05-10 07:08:00,2026-05-10 07:51:02,0
SESS_03428,Koramangala,TX_KOR_002,Commercial,80.0,33.41,90,45.27,120.0,2026-05-10 07:09:00,2026-05-10 07:33:53,0
SESS_02872,Whitefield,TX_WHI_002,4W,72.0,18.2,100,58.9,25.0,2026-05-10 07:10:00,2026-05-10 09:45:29,0
SESS_01695,Whitefield,TX_WHI_004,2W,3.7,33.02,100,2.48,3.3,2026-05-10 07:12:00,2026-05-10 08:01:33,0
SESS_00970,Indiranagar,TX_IND_005,Commercial,120.0,33.76,80,55.48,120.0,2026-05-10 07:13:00,2026-05-10 07:43:30,0
SESS_04963,Hebbal,TX_HEB_006,2W,2.9,15.04,100,2.46,3.3,2026-05-10 07:14:00,2026-05-10 08:03:16,0
SESS_04722,Indiranagar,TX_IND_001,Commercial,120.0,9.43,100,108.68,80.0,2026-05-10 07:14:00,2026-05-10 08:43:39,0
SESS_01886,Koramangala,TX_KOR_006,2W,4.0,32.76,90,2.29,3.3,2026-05-10 07:14:00,2026-05-10 07:59:47,0
SESS_03293,Koramangala,TX_KOR_008,2W,3.7,20.99,100,2.92,3.3,2026-05-10 07:18:00,2026-05-10 08:16:27,0
SESS_03510,Electronic City,TX_ELE_002,Commercial,200.0,5.0,90,170.0,120.0,2026-05-10 07:19:00,2026-05-10 08:52:30,0
SESS_03822,Indiranagar,TX_IND_005,4W,60.0,22.54,90,40.48,7.2,2026-05-10 07:19:00,2026-05-10 13:30:01,0
SESS_04322,Whitefield,TX_WHI_004,2W,4.0,36.14,100,2.55,3.3,2026-05-10 07:20:00,2026-05-10 08:11:05,0
SESS_00810,Electronic City,TX_ELE_005,2W,4.0,28.58,90,2.46,3.3,2026-05-10 07:20:00,2026-05-10 08:09:07,0
SESS_03384,Indiranagar,TX_IND_004,2W,4.0,20.91,90,2.76,3.3,2026-05-10 07:22:00,2026-05-10 08:17:16,0
SESS_03779,Electronic City,TX_ELE_001,4W,72.0,19.65,90,50.65,50.0,2026-05-10 07:26:00,2026-05-10 08:32:51,0
SESS_00569,Electronic City,TX_ELE_002,Commercial,80.0,24.67,90,52.26,80.0,2026-05-10 07:26:00,2026-05-10 08:09:06,0
SESS_00405,Whitefield,TX_WHI_003,4W,45.0,21.96,100,35.12,7.2,2026-05-10 07:26:00,2026-05-10 12:47:54,0
SESS_00350,Electronic City,TX_ELE_003,2W,2.9,18.31,80,1.79,3.3,2026-05-10 07:27:00,2026-05-10 08:02:46,0
SESS_04239,Whitefield,TX_WHI_003,2W,2.9,24.69,90,1.89,3.3,2026-05-10 07:27:00,2026-05-10 08:04:52,0
SESS_00938,Indiranagar,TX_IND_004,2W,3.7,20.19,80,2.21,3.3,2026-05-10 07:33:00,2026-05-10 08:17:15,0
SESS_03914,Whitefield,TX_WHI_001,Commercial,80.0,24.44,90,52.45,120.0,2026-05-10 07:35:00,2026-05-10 08:03:50,0
SESS_00437,Koramangala,TX_KOR_006,2W,3.7,16.4,90,2.72,3.3,2026-05-10 07:37:00,2026-05-10 08:31:27,0
SESS_03533,Whitefield,TX_WHI_003,2W,3.7,15.47,80,2.39,3.3,2026-05-10 07:38:00,2026-05-10 08:25:45,0
SESS_01556,Koramangala,TX_KOR_003,Commercial,120.0,25.66,100,89.21,120.0,2026-05-10 07:39:00,2026-05-10 08:28:03,0
SESS_00432,Hebbal,TX_HEB_004,Commercial,120.0,34.52,90,66.58,80.0,2026-05-10 07:39:00,2026-05-10 08:33:55,0
SESS_04971,Whitefield,TX_WHI_004,2W,4.0,20.57,90,2.78,3.3,2026-05-10 07:43:00,2026-05-10 08:38:32,0
SESS_04733,Koramangala,TX_KOR_008,2W,4.0,12.47,90,3.1,3.3,2026-05-10 07:43:00,2026-05-10 08:45:01,0
SESS_03462,Whitefield,TX_WHI_002,4W,30.0,10.99,100,26.7,25.0,2026-05-10 07:47:00,2026-05-10 08:57:29,0
SESS_03554,Electronic City,TX_ELE_003,2W,3.7,19.6,100,2.97,3.3,2026-05-10 07:49:00,2026-05-10 08:48:29,0
SESS_01893,Koramangala,TX_KOR_005,2W,3.7,22.04,80,2.14,3.3,2026-05-10 07:49:00,2026-05-10 08:31:53,0
SESS_00737,Hebbal,TX_HEB_001,2W,4.0,25.48,100,2.98,3.3,2026-05-10 07:50:00,2026-05-10 08:49:36,0
SESS_00696,Koramangala,TX_KOR_008,2W,2.9,38.62,90,1.49,3.3,2026-05-10 07:51:00,2026-05-10 08:20:47,0
SESS_04059,Indiranagar,TX_IND_004,2W,2.9,42.44,100,1.67,3.3,2026-05-10 07:52:00,2026-05-10 08:25:22,0
SESS_03286,Electronic City,TX_ELE_004,2W,3.7,16.79,80,2.34,3.3,2026-05-10 07:53:00,2026-05-10 08:39:46,0
SESS_01355,Electronic City,TX_ELE_001,2W,2.9,25.24,80,1.59,3.3,2026-05-10 07:56:00,2026-05-10 08:27:45,0
SESS_03908,Indiranagar,TX_IND_003,2W,2.9,30.28,80,1.44,3.3,2026-05-10 07:56:00,2026-05-10 08:24:50,0
SESS_00279,Koramangala,TX_KOR_004,2W,3.7,33.07,100,2.48,3.3,2026-05-10 07:58:00,2026-05-10 08:47:31,0
SESS_03144,Whitefield,TX_WHI_005,Commercial,200.0,36.11,80,87.77,80.0,2026-05-10 07:59:00,2026-05-10 09:11:24,0
SESS_03666,Hebbal,TX_HEB_006,2W,3.7,33.32,90,2.1,3.3,2026-05-10 08:00:00,2026-05-10 08:41:56,0
SESS_04070,Koramangala,TX_KOR_002,2W,2.9,26.06,90,1.85,3.3,2026-05-10 08:00:00,2026-05-10 08:37:04,0
SESS_04173,Electronic City,TX_ELE_003,2W,2.9,18.16,80,1.79,3.3,2026-05-10 08:02:00,2026-05-10 08:37:52,0
SESS_02637,Electronic City,TX_ELE_005,2W,2.9,24.18,90,1.91,3.3,2026-05-10 08:02:00,2026-05-10 08:40:10,0
SESS_04780,Hebbal,TX_HEB_007,4W,45.0,12.27,100,39.48,7.2,2026-05-10 08:02:00,2026-05-10 14:03:53,0
SESS_03035,Koramangala,TX_KOR_006,4W,30.0,25.14,90,19.46,7.2,2026-05-10 08:03:00,2026-05-10 11:01:22,0
SESS_04559,Indiranagar,TX_IND_006,4W,60.0,27.68,100,43.39,50.0,2026-05-10 08:06:00,2026-05-10 09:03:16,0
SESS_03635,Whitefield,TX_WHI_001,2W,2.9,20.06,90,2.03,3.3,2026-05-10 08:06:00,2026-05-10 08:46:33,0
SESS_02670,Electronic City,TX_ELE_002,2W,2.9,20.71,100,2.3,3.3,2026-05-10 08:08:00,2026-05-10 08:53:59,0
SESS_02449,Hebbal,TX_HEB_005,2W,3.7,16.42,100,3.09,3.3,2026-05-10 08:08:00,2026-05-10 09:09:50,0
SESS_04664,Indiranagar,TX_IND_003,Commercial,80.0,5.0,100,76.0,80.0,2026-05-10 08:09:00,2026-05-10 09:11:42,0
SESS_02652,Indiranagar,TX_IND_008,2W,2.9,26.72,80,1.55,3.3,2026-05-10 08:10:00,2026-05-10 08:40:54,0
SESS_02580,Indiranagar,TX_IND_007,2W,4.0,11.53,100,3.54,3.3,2026-05-10 08:12:00,2026-05-10 09:22:46,0
SESS_01711,Koramangala,TX_KOR_004,2W,4.0,16.09,90,2.96,3.3,2026-05-10 08:12:00,2026-05-10 09:11:07,0
SESS_03090,Whitefield,TX_WHI_002,2W,4.0,41.15,100,2.35,3.3,2026-05-10 08:13:00,2026-05-10 09:00:04,0
SESS_00920,Indiranagar,TX_IND_007,2W,4.0,28.65,90,2.45,3.3,2026-05-10 08:15:00,2026-05-10 09:04:04,0
SESS_01703,Hebbal,TX_HEB_001,2W,3.7,37.21,90,1.95,3.3,2026-05-10 08:16:00,2026-05-10 08:55:04,0
SESS_00291,Whitefield,TX_WHI_001,Commercial,80.0,39.12,90,40.7,120.0,2026-05-10 08:16:00,2026-05-10 08:38:23,0
SESS_04159,Indiranagar,TX_IND_004,Commercial,80.0,11.32,90,62.94,50.0,2026-05-10 08:16:00,2026-05-10 09:39:05,0
SESS_00468,Koramangala,TX_KOR_001,2W,2.9,6.4,80,2.13,3.3,2026-05-10 08:16:00,2026-05-10 08:58:41,0
SESS_00509,Hebbal,TX_HEB_003,4W,45.0,43.52,100,25.42,7.2,2026-05-10 08:17:00,2026-05-10 12:09:59,0
SESS_00484,Hebbal,TX_HEB_004,2W,2.9,13.84,90,2.21,3.3,2026-05-10 08:17:00,2026-05-10 09:01:10,0
SESS_01037,Electronic City,TX_ELE_002,2W,4.0,21.88,80,2.32,3.3,2026-05-10 08:19:00,2026-05-10 09:05:29,0
SESS_03653,Koramangala,TX_KOR_006,Commercial,120.0,33.74,90,67.52,50.0,2026-05-10 08:21:00,2026-05-10 09:50:07,0
SESS_02792,Whitefield,TX_WHI_005,2W,3.7,21.71,100,2.9,3.3,2026-05-10 08:21:00,2026-05-10 09:18:55,0
SESS_02382,Koramangala,TX_KOR_008,2W,4.0,43.22,100,2.27,3.3,2026-05-10 08:24:00,2026-05-10 09:09:25,0
SESS_01309,Hebbal,TX_HEB_001,2W,3.7,32.15,80,1.77,3.3,2026-05-10 08:24:00,2026-05-10 08:59:24,0
SESS_01950,Whitefield,TX_WHI_003,4W,45.0,19.58,100,36.19,7.2,2026-05-10 08:24:00,2026-05-10 13:55:44,0
SESS_00619,Whitefield,TX_WHI_001,2W,4.0,29.72,100,2.81,3.3,2026-05-10 08:25:00,2026-05-10 09:21:13,0
SESS_00188,Hebbal,TX_HEB_001,2W,3.7,15.06,100,3.14,3.3,2026-05-10 08:25:00,2026-05-10 09:27:51,0
SESS_03387,Whitefield,TX_WHI_003,2W,3.7,31.73,100,2.53,3.3,2026-05-10 08:26:00,2026-05-10 09:16:31,0
SESS_01105,Koramangala,TX_KOR_006,4W,45.0,46.59,80,15.03,7.2,2026-05-10 08:26:00,2026-05-10 10:43:48,0
SESS_02009,Whitefield,TX_WHI_003,2W,4.0,35.47,90,2.18,3.3,2026-05-10 08:28:00,2026-05-10 09:11:37,0
SESS_04785,Indiranagar,TX_IND_005,4W,60.0,22.21,90,40.68,7.2,2026-05-10 08:28:00,2026-05-10 14:40:51,0
SESS_01445,Koramangala,TX_KOR_002,Commercial,80.0,22.76,100,61.79,120.0,2026-05-10 08:30:00,2026-05-10 09:03:59,0
SESS_04530,Electronic City,TX_ELE_003,2W,2.9,31.5,90,1.7,3.3,2026-05-10 08:31:00,2026-05-10 09:04:55,0
SESS_00218,Whitefield,TX_WHI_001,Commercial,80.0,17.65,100,65.88,50.0,2026-05-10 08:32:00,2026-05-10 09:58:57,0
SESS_04485,Electronic City,TX_ELE_001,2W,2.9,11.75,90,2.27,3.3,2026-05-10 08:33:00,2026-05-10 09:18:23,0
SESS_01255,Hebbal,TX_HEB_007,2W,2.9,11.13,100,2.58,3.3,2026-05-10 08:33:00,2026-05-10 09:24:32,0
SESS_00812,Electronic City,TX_ELE_005,2W,2.9,17.11,90,2.11,3.3,2026-05-10 08:34:00,2026-05-10 09:16:16,0
SESS_01110,Koramangala,TX_KOR_008,4W,72.0,26.85,100,52.66,7.2,2026-05-10 08:35:00,2026-05-10 16:37:45,0
SESS_02690,Indiranagar,TX_IND_001,2W,4.0,18.17,100,3.27,3.3,2026-05-10 08:35:00,2026-05-10 09:40:27,0
SESS_03395,Koramangala,TX_KOR_002,2W,4.0,19.59,100,3.22,3.3,2026-05-10 08:35:00,2026-05-10 09:39:19,0
SESS_00266,Indiranagar,TX_IND_008,2W,3.7,18.46,90,2.65,3.3,2026-05-10 08:36:00,2026-05-10 09:28:56,0
SESS_00137,Whitefield,TX_WHI_005,2W,2.9,23.27,90,1.94,3.3,2026-05-10 08:37:00,2026-05-10 09:15:42,0
SESS_02554,Electronic City,TX_ELE_004,2W,4.0,28.33,90,2.47,3.3,2026-05-10 08:40:00,2026-05-10 09:29:20,0
SESS_03298,Indiranagar,TX_IND_001,4W,45.0,12.66,80,30.3,7.2,2026-05-10 08:41:00,2026-05-10 13:18:46,0
SESS_00610,Koramangala,TX_KOR_007,4W,30.0,34.21,80,13.74,7.2,2026-05-10 08:42:00,2026-05-10 10:47:56,0
SESS_03776,Koramangala,TX_KOR_007,2W,2.9,35.99,100,1.86,3.3,2026-05-10 08:43:00,2026-05-10 09:20:07,0
SESS_04932,Whitefield,TX_WHI_003,2W,2.9,27.15,100,2.11,3.3,2026-05-10 08:43:00,2026-05-10 09:25:15,0
SESS_02845,Hebbal,TX_HEB_004,4W,60.0,32.04,90,34.78,25.0,2026-05-10 08:44:00,2026-05-10 10:15:48,0
SESS_01811,Koramangala,TX_KOR_002,2W,3.7,26.04,80,2.0,3.3,2026-05-10 08:46:00,2026-05-10 09:25:55,0
SESS_01974,Whitefield,TX_WHI_001,4W,30.0,37.46,80,12.76,7.2,2026-05-10 08:46:00,2026-05-10 10:42:59,0
SESS_00088,Indiranagar,TX_IND_001,2W,2.9,18.73,80,1.78,3.3,2026-05-10 08:46:00,2026-05-10 09:21:32,0
SESS_01233,Hebbal,TX_HEB_003,2W,4.0,38.92,100,2.44,3.3,2026-05-10 08:46:00,2026-05-10 09:34:51,0
SESS_01369,Koramangala,TX_KOR_006,2W,3.7,16.93,90,2.7,3.3,2026-05-10 08:46:00,2026-05-10 09:40:04,0
SESS_04603,Electronic City,TX_ELE_004,2W,2.9,20.38,100,2.31,3.3,2026-05-10 08:47:00,2026-05-10 09:33:10,0
SESS_04332,Hebbal,TX_HEB_007,4W,30.0,33.57,100,19.93,50.0,2026-05-10 08:49:00,2026-05-10 09:15:18,0
SESS_04781,Indiranagar,TX_IND_005,2W,3.7,32.42,90,2.13,3.3,2026-05-10 08:50:00,2026-05-10 09:32:36,0
SESS_03163,Electronic City,TX_ELE_002,2W,2.9,37.12,90,1.53,3.3,2026-05-10 08:50:00,2026-05-10 09:20:40,0
SESS_02897,Hebbal,TX_HEB_002,2W,2.9,13.38,90,2.22,3.3,2026-05-10 08:50:00,2026-05-10 09:34:26,0
SESS_02846,Indiranagar,TX_IND_006,4W,60.0,25.26,80,32.84,25.0,2026-05-10 08:50:00,2026-05-10 10:16:42,0
SESS_01062,Whitefield,TX_WHI_003,2W,4.0,17.58,100,3.3,3.3,2026-05-10 08:51:00,2026-05-10 09:56:56,0
SESS_02214,Whitefield,TX_WHI_001,2W,2.9,33.79,90,1.63,3.3,2026-05-10 08:53:00,2026-05-10 09:25:36,0
SESS_00536,Hebbal,TX_HEB_005,2W,2.9,25.01,100,2.17,3.3,2026-05-10 08:54:00,2026-05-10 09:37:29,0
SESS_00385,Indiranagar,TX_IND_006,4W,45.0,14.97,100,38.26,7.2,2026-05-10 08:54:00,2026-05-10 14:44:45,0
SESS_04181,Whitefield,TX_WHI_001,4W,72.0,19.99,100,57.61,25.0,2026-05-10 08:54:00,2026-05-10 11:26:05,0
SESS_04353,Indiranagar,TX_IND_001,2W,2.9,29.26,80,1.47,3.3,2026-05-10 08:55:00,2026-05-10 09:24:25,0
SESS_02853,Whitefield,TX_WHI_003,4W,72.0,45.13,90,32.3,7.2,2026-05-10 08:56:00,2026-05-10 13:52:07,0
SESS_04533,Electronic City,TX_ELE_001,4W,60.0,34.1,100,39.54,7.2,2026-05-10 08:56:00,2026-05-10 14:58:27,0
SESS_01502,Koramangala,TX_KOR_002,2W,2.9,44.15,80,1.04,3.3,2026-05-10 08:57:00,2026-05-10 09:17:47,0
SESS_00661,Hebbal,TX_HEB_002,2W,3.7,16.15,90,2.73,3.3,2026-05-10 08:57:00,2026-05-10 09:51:38,0
SESS_02579,Indiranagar,TX_IND_008,2W,4.0,28.95,90,2.44,3.3,2026-05-10 08:58:00,2026-05-10 09:46:50,0
SESS_03365,Hebbal,TX_HEB_006,2W,3.7,31.81,90,2.15,3.3,2026-05-10 08:58:00,2026-05-10 09:41:03,0
SESS_03186,Whitefield,TX_WHI_001,2W,4.0,30.08,80,2.0,3.3,2026-05-10 08:59:00,2026-05-10 09:38:56,0
SESS_01267,Whitefield,TX_WHI_002,Commercial,120.0,21.32,100,94.42,120.0,2026-05-10 09:00:00,2026-05-10 09:51:55,0
SESS_04910,Koramangala,TX_KOR_001,4W,45.0,35.62,100,28.97,7.2,2026-05-10 09:01:00,2026-05-10 13:26:35,0
SESS_03221,Koramangala,TX_KOR_004,2W,3.7,42.13,90,1.77,3.3,2026-05-10 09:01:00,2026-05-10 09:36:25,0
SESS_03430,Whitefield,TX_WHI_004,4W,72.0,7.37,90,59.49,7.2,2026-05-10 09:01:00,2026-05-10 18:06:20,0
SESS_00025,Whitefield,TX_WHI_005,2W,2.9,24.95,80,1.6,3.3,2026-05-10 09:02:00,2026-05-10 09:33:55,0
SESS_04474,Whitefield,TX_WHI_001,2W,4.0,22.14,100,3.11,3.3,2026-05-10 09:02:00,2026-05-10 10:04:17,0
SESS_04529,Whitefield,TX_WHI_001,2W,4.0,23.25,90,2.67,3.3,2026-05-10 09:03:00,2026-05-10 09:56:23,0
SESS_02502,Koramangala,TX_KOR_002,2W,3.7,20.05,100,2.96,3.3,2026-05-10 09:03:00,2026-05-10 10:02:09,0
SESS_04382,Whitefield,TX_WHI_001,4W,60.0,23.96,100,45.63,50.0,2026-05-10 09:03:00,2026-05-10 10:03:13,0
SESS_01616,Whitefield,TX_WHI_005,2W,3.7,17.8,100,3.04,3.3,2026-05-10 09:04:00,2026-05-10 10:04:49,0
SESS_04738,Koramangala,TX_KOR_001,2W,4.0,5.0,100,3.8,3.3,2026-05-10 09:04:00,2026-05-10 10:20:00,0
SESS_02202,Indiranagar,TX_IND_003,2W,4.0,31.73,90,2.33,3.3,2026-05-10 09:05:00,2026-05-10 09:51:36,0
SESS_02235,Electronic City,TX_ELE_001,4W,45.0,5.0,80,33.75,7.2,2026-05-10 09:05:00,2026-05-10 14:14:22,0
SESS_01078,Electronic City,TX_ELE_004,2W,2.9,38.56,80,1.2,3.3,2026-05-10 09:08:00,2026-05-10 09:32:02,0
SESS_00979,Indiranagar,TX_IND_007,4W,30.0,34.68,100,19.6,7.2,2026-05-10 09:08:00,2026-05-10 12:07:38,0
SESS_03663,Whitefield,TX_WHI_005,2W,3.7,22.34,100,2.87,3.3,2026-05-10 09:08:00,2026-05-10 10:05:28,0
SESS_01293,Whitefield,TX_WHI_001,4W,60.0,22.17,90,40.7,7.2,2026-05-10 09:09:00,2026-05-10 15:22:02,0
SESS_00948,Whitefield,TX_WHI_004,2W,4.0,10.04,80,2.8,3.3,2026-05-10 09:09:00,2026-05-10 10:04:57,0
SESS_04241,Koramangala,TX_KOR_007,2W,4.0,26.86,80,2.13,3.3,2026-05-10 09:09:00,2026-05-10 09:51:30,0
SESS_04706,Koramangala,TX_KOR_007,2W,3.7,17.23,90,2.69,3.3,2026-05-10 09:09:00,2026-05-10 10:02:51,0
SESS_02873,Hebbal,TX_HEB_002,2W,2.9,18.92,90,2.06,3.3,2026-05-10 09:10:00,2026-05-10 09:51:13,0
SESS_00037,Indiranagar,TX_IND_001,2W,3.7,26.84,100,2.71,3.3,2026-05-10 09:11:00,2026-05-10 10:05:08,0
SESS_03233,Koramangala,TX_KOR_008,4W,30.0,31.33,90,17.6,7.2,2026-05-10 09:11:00,2026-05-10 11:52:20,0
SESS_03150,Whitefield,TX_WHI_001,2W,2.9,21.94,90,1.97,3.3,2026-05-10 09:12:00,2026-05-10 09:51:28,0
SESS_01190,Koramangala,TX_KOR_006,4W,60.0,39.26,100,36.45,7.2,2026-05-10 09:13:00,2026-05-10 14:47:05,0
SESS_04143,Electronic City,TX_ELE_002,4W,45.0,28.31,80,23.26,7.2,2026-05-10 09:14:00,2026-05-10 12:47:13,0
SESS_00763,Indiranagar,TX_IND_006,2W,2.9,27.96,90,1.8,3.3,2026-05-10 09:14:00,2026-05-10 09:49:59,0
SESS_04911,Hebbal,TX_HEB_005,2W,2.9,30.86,100,2.01,3.3,2026-05-10 09:15:00,2026-05-10 09:55:06,0
SESS_04567,Electronic City,TX_ELE_005,2W,4.0,32.02,100,2.72,3.3,2026-05-10 09:16:00,2026-05-10 10:10:22,0
SESS_02008,Hebbal,TX_HEB_006,Commercial,120.0,26.29,100,88.45,120.0,2026-05-10 09:16:00,2026-05-10 10:04:38,0
SESS_01640,Electronic City,TX_ELE_004,2W,4.0,29.67,100,2.81,3.3,2026-05-10 09:16:00,2026-05-10 10:12:15,0
SESS_04968,Electronic City,TX_ELE_001,4W,72.0,29.89,90,43.28,7.2,2026-05-10 09:18:00,2026-05-10 15:54:44,0
SESS_00439,Hebbal,TX_HEB_004,2W,3.7,38.31,90,1.91,3.3,2026-05-10 09:20:00,2026-05-10 09:58:15,0
SESS_04726,Indiranagar,TX_IND_001,2W,3.7,23.41,80,2.09,3.3,2026-05-10 09:21:00,2026-05-10 10:02:52,0
SESS_01794,Electronic City,TX_ELE_004,4W,60.0,27.43,90,37.54,50.0,2026-05-10 09:21:00,2026-05-10 10:10:33,0
SESS_01337,Koramangala,TX_KOR_008,Commercial,120.0,23.38,100,91.94,120.0,2026-05-10 09:21:00,2026-05-10 10:11:34,0
SESS_02630,Whitefield,TX_WHI_005,4W,72.0,41.99,100,41.76,25.0,2026-05-10 09:22:00,2026-05-10 11:12:15,0
SESS_02025,Indiranagar,TX_IND_002,2W,3.7,38.56,100,2.27,3.3,2026-05-10 09:23:00,2026-05-10 10:08:27,0
SESS_04643,Koramangala,TX_KOR_001,2W,3.7,26.1,100,2.73,3.3,2026-05-10 09:23:00,2026-05-10 10:17:41,0
SESS_00944,Whitefield,TX_WHI_003,2W,4.0,34.56,90,2.22,3.3,2026-05-10 09:23:00,2026-05-10 10:07:21,0
SESS_03871,Whitefield,TX_WHI_005,2W,2.9,28.39,90,1.79,3.3,2026-05-10 09:23:00,2026-05-10 09:58:44,0
SESS_02746,Koramangala,TX_KOR_003,2W,4.0,21.16,100,3.15,3.3,2026-05-10 09:24:00,2026-05-10 10:27:04,0
SESS_01532,Indiranagar,TX_IND_007,2W,4.0,19.84,80,2.41,3.3,2026-05-10 09:24:00,2026-05-10 10:12:07,0
SESS_00788,Whitefield,TX_WHI_004,2W,4.0,7.92,100,3.68,3.3,2026-05-10 09:25:00,2026-05-10 10:38:39,0
SESS_04388,Whitefield,TX_WHI_001,4W,30.0,27.5,80,15.75,7.2,2026-05-10 09:25:00,2026-05-10 11:49:22,0
SESS_04439,Whitefield,TX_WHI_001,2W,2.9,34.72,100,1.89,3.3,2026-05-10 09:25:00,2026-05-10 10:02:51,0
SESS_02783,Whitefield,TX_WHI_001,2W,4.0,22.68,100,3.09,3.3,2026-05-10 09:26:00,2026-05-10 10:27:51,0
SESS_02057,Whitefield,TX_WHI_003,4W,30.0,16.21,100,25.14,25.0,2026-05-10 09:26:00,2026-05-10 10:32:21,0
SESS_00604,Electronic City,TX_ELE_005,2W,3.7,12.12,90,2.88,3.3,2026-05-10 09:27:00,2026-05-10 10:24:38,0
SESS_02126,Whitefield,TX_WHI_005,2W,3.7,30.43,90,2.2,3.3,2026-05-10 09:28:00,2026-05-10 10:12:04,0
SESS_03362,Electronic City,TX_ELE_005,4W,60.0,16.95,90,43.83,7.2,2026-05-10 09:28:00,2026-05-10 16:09:44,0
SESS_04203,Indiranagar,TX_IND_004,4W,30.0,38.35,100,18.5,7.2,2026-05-10 09:29:00,2026-05-10 12:18:32,0
SESS_04921,Hebbal,TX_HEB_002,2W,4.0,23.81,100,3.05,3.3,2026-05-10 09:30:00,2026-05-10 10:30:57,0
